id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1139000069,20141118T000000,320000,3,1.5,1240,1221,2,0,0,3,8,1050,190,2009,0,98133,47.7073,-122.356,1180,887
5021900160,20140618T000000,711000,4,1.75,1980,10800,1,0,0,5,6,990,990,1948,0,98040,47.5768,-122.222,2180,10800
3831200210,20140910T000000,280000,3,2.25,2140,7200,2,0,0,4,7,2140,0,1979,0,98031,47.3913,-122.191,1890,7455
6743700090,20141120T000000,490000,3,1.75,1560,9247,1,0,0,3,7,1160,400,1989,0,98033,47.6954,-122.174,1690,8772
3450300270,20150403T000000,268000,5,1.75,1730,10368,1,0,0,5,7,1010,720,1963,0,98059,47.5008,-122.162,1730,7728
8118600025,20150331T000000,552500,4,1,1560,7980,1,0,0,4,7,1170,390,1939,0,98146,47.5093,-122.387,1570,7980
6021501420,20140825T000000,571000,4,1,1350,4000,1.5,0,0,3,8,1350,0,1930,0,98117,47.6885,-122.386,1520,4000
4054530240,20150427T000000,1400000,4,3.5,4380,66613,1.5,0,0,3,11,4380,0,1993,0,98077,47.7279,-122.048,4010,70109
7452500770,20140908T000000,267500,2,1,960,5150,1,0,0,5,6,960,0,1951,0,98126,47.5201,-122.372,1010,5000
7302000120,20140610T000000,695000,3,2.5,2550,45254,2,0,0,3,9,2550,0,2001,0,98053,47.6498,-121.964,2190,49222
9828202215,20140905T000000,665000,4,3,2160,4400,1,0,0,5,7,1320,840,1921,0,98122,47.6163,-122.293,1430,4400
2488200455,20140703T000000,405500,2,2.75,1350,1252,2,0,0,3,8,1120,230,2006,0,98136,47.522,-122.39,1410,1265
9235900030,20140717T000000,245000,2,1,860,6120,1,0,0,3,7,860,0,1948,0,98155,47.7503,-122.328,1100,6860
7399100210,20141126T000000,140000,3,1.5,1200,2002,2,0,0,3,8,1200,0,1966,0,98055,47.4659,-122.189,1270,1848
1189000205,20150311T000000,400000,2,2.5,1170,1811,2,0,0,3,8,1170,0,2001,0,98122,47.6132,-122.297,1250,3146
7986400305,20150424T000000,754300,5,2.75,1800,4500,2,0,0,4,7,1680,120,1939,0,98107,47.6648,-122.358,1730,4500
126059242,20141119T000000,550000,3,1.75,1880,45738,1,0,0,4,8,1410,470,1980,0,98072,47.7662,-122.114,2340,38556
9276200455,20141121T000000,724950,4,2,2270,5760,2,0,0,4,8,2270,0,1909,0,98116,47.5809,-122.39,1420,5760
9286750100,20140610T000000,375500,3,1.5,1530,7200,1,0,0,3,8,1530,0,1975,0,98155,47.7691,-122.297,2150,7216
9268710140,20150224T000000,191950,2,2.5,1390,1302,2,0,0,3,7,1390,0,1987,0,98003,47.3081,-122.329,1390,2052
7202360010,20140707T000000,866000,4,3.25,3990,9786,2,0,0,3,9,3990,0,2004,0,98053,47.6784,-122.026,3920,8200
4058801065,20140808T000000,272000,3,2,1200,5700,1,0,0,5,7,1200,0,1942,0,98178,47.5031,-122.242,1190,6384
8100000080,20140813T000000,224400,3,1.75,1070,7200,1,0,0,3,7,1070,0,1994,0,98010,47.3129,-122.023,1280,7200
1770000090,20150407T000000,484000,3,1.75,1950,17400,1,0,0,3,7,1210,740,1976,0,98072,47.7424,-122.091,1900,17250
7129302615,20150304T000000,292000,3,1.75,1090,4500,1.5,0,0,5,8,1090,0,1929,0,98118,47.5157,-122.256,1640,5225
9809000020,20140513T000000,1895000,5,2.25,3120,16672,2,0,0,4,9,3120,0,1969,0,98004,47.6458,-122.219,3740,17853
4343800100,20141021T000000,315000,3,1.75,1680,7250,1,0,0,3,7,930,750,1952,0,98133,47.7201,-122.35,1340,7250
3438500346,20140702T000000,265050,2,1.5,800,2119,2,0,0,3,7,800,0,2008,0,98106,47.554,-122.362,1020,4800
2525049259,20140812T000000,2187730,4,4.5,4240,13162,2,0,0,3,10,4240,0,2004,0,98039,47.6193,-122.229,3010,12163
937000280,20150220T000000,199000,4,1,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384
7226000110,20140726T000000,205000,2,1,900,4397,1,0,0,3,6,900,0,1918,0,98055,47.4851,-122.205,1430,4500
6404600006,20140820T000000,173250,3,2,1210,9097,1,0,0,4,7,1210,0,1954,0,98168,47.4849,-122.303,1360,10125
4315700275,20141107T000000,590000,4,2.5,2380,4950,2,0,0,3,8,2380,0,2004,0,98136,47.5382,-122.391,1370,5120
2624049050,20150213T000000,338000,2,1,1470,5566,1,0,0,4,7,770,700,1919,0,98118,47.5348,-122.269,1410,5808
6413100122,20140711T000000,369950,3,1.75,1640,4860,1,0,0,3,8,1200,440,1965,0,98125,47.7125,-122.32,1480,7200
16000397,20141205T000000,189000,2,1,1200,9850,1,0,0,4,7,1200,0,1921,0,98002,47.3089,-122.21,1060,5095
9429400170,20140625T000000,309620,3,2.5,1860,3730,2,0,0,3,8,1860,0,2012,0,98019,47.7442,-121.984,2110,4509
7202310010,20141020T000000,597500,3,2.5,2620,4800,2,0,0,3,7,2620,0,2002,0,98053,47.6849,-122.037,2400,4756
7237501180,20140625T000000,1200000,4,1.75,3990,13470,2,0,0,3,11,3990,0,2006,0,98059,47.5305,-122.131,5790,13709
1645000710,20150410T000000,255000,3,1,1140,8528,1,0,0,5,7,1140,0,1967,0,98022,47.2098,-122.004,1140,8112
1123059126,20140703T000000,554950,3,2.5,2950,10254,2,0,0,3,9,2950,0,2006,0,98059,47.4888,-122.14,2800,9323
6154900005,20140924T000000,665000,4,2.75,2420,7102,1,0,0,5,7,1670,750,1946,0,98177,47.7042,-122.371,1620,7102
2770601365,20150224T000000,473000,2,1,940,4000,1,0,0,3,6,720,220,1942,0,98199,47.6488,-122.385,1180,6000
3295610490,20150504T000000,911000,4,3.25,3526,15958,2,0,0,3,10,3526,0,1997,0,98075,47.567,-122.033,3639,15090
770000045,20141024T000000,405600,5,1.5,2830,4000,2.5,0,0,4,8,2830,0,1918,0,98118,47.5132,-122.262,1480,4000
3904920730,20150427T000000,695000,4,2.5,2960,10760,2,0,0,3,9,2960,0,1987,0,98029,47.5677,-122.013,2480,9528
7340500270,20150123T000000,560000,4,2.5,2940,6000,2,0,0,3,8,2940,0,2000,0,98011,47.7533,-122.198,2510,6600
5561700340,20141121T000000,319000,3,2.5,2110,7434,2,0,0,4,7,2110,0,1978,0,98031,47.3935,-122.169,2100,7749
5101407305,20141218T000000,319000,2,1,750,6380,1,0,0,3,7,750,0,1949,0,98125,47.7033,-122.308,1690,6495
1872900065,20150410T000000,1210000,3,1.75,1900,13600,1,0,0,4,8,1900,0,1956,0,98004,47.6163,-122.219,2510,16600
4389200761,20150128T000000,1100000,3,2.25,1560,8570,1,0,0,5,7,1080,480,1977,0,98004,47.6155,-122.21,2660,9621
1118001215,20150204T000000,2250000,3,2.5,3420,8700,1,0,0,3,9,2890,530,1951,0,98112,47.6352,-122.29,3370,8700
1825069031,20141016T000000,550000,4,1.75,2410,8447,2,0,3,4,8,2060,350,1936,1980,98074,47.6499,-122.088,2520,14789
2790410250,20140505T000000,615000,4,1.75,2300,11700,1,0,0,4,9,1960,340,1977,0,98052,47.6331,-122.094,2840,12000
4239400840,20141029T000000,152500,3,1,1090,3523,1,0,0,4,6,1090,0,1969,0,98092,47.3161,-122.182,1030,3200
6073300530,20150428T000000,529950,4,2.75,1860,7500,1,0,0,5,8,1220,640,1967,0,98056,47.5398,-122.173,2020,8137
8818400340,20150423T000000,1081000,4,3,2490,4325,1.5,0,0,3,8,1690,800,1922,2003,98105,47.6628,-122.326,1960,4284
2268000050,20140721T000000,229900,3,1,1010,8848,1,0,0,4,7,1010,0,1968,0,98003,47.2742,-122.299,1380,10650
2267000485,20141201T000000,635000,3,1.5,2240,5300,1,0,0,5,7,1120,1120,1955,0,98117,47.6927,-122.395,1740,7110
6888900115,20150216T000000,555750,3,1,1060,4880,1,0,0,2,6,910,150,1913,0,98118,47.5545,-122.288,1200,4880
8568000070,20140905T000000,500000,4,2.5,2840,18001,2,0,0,3,9,2840,0,1994,0,98019,47.7359,-121.962,2500,18001
3336500190,20150130T000000,252000,3,2.5,1670,4020,2,0,0,3,7,1670,0,2009,0,98118,47.53,-122.268,1670,4020
1646502055,20140613T000000,530100,3,1,1540,3399,1.5,0,0,3,7,1200,340,1926,0,98117,47.6853,-122.359,1500,3914
2755200090,20140714T000000,576000,3,1,1140,5395,1,0,0,4,7,1010,130,1909,0,98115,47.6782,-122.306,1700,5376
3454800060,20150108T000000,171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000
5129000006,20150419T000000,280500,3,1,1220,4541,1,0,0,3,7,890,330,1952,0,98108,47.5387,-122.294,1670,3429
4154304505,20140919T000000,435000,2,1,2240,7200,1,0,0,4,7,1120,1120,1940,0,98118,47.5631,-122.271,1390,6000
6933600540,20140820T000000,508000,2,1,820,5040,1,0,0,3,7,820,0,1953,0,98199,47.6498,-122.388,1730,5760
3888100030,20140714T000000,410000,3,2,1270,10227,1,0,0,4,6,1270,0,1968,0,98033,47.6876,-122.168,1470,9750
7129301851,20140923T000000,245000,2,1,1120,5650,1,0,1,3,6,720,400,1904,0,98118,47.5155,-122.255,2160,6480
291310270,20141119T000000,375000,3,2.5,1600,2042,2,0,0,3,8,1600,0,2005,0,98027,47.5341,-122.067,1445,1370
7203220050,20141118T000000,988830,5,3.25,4115,7910,2,0,0,3,9,4115,0,2014,0,98053,47.6847,-122.016,3950,6765
2902200234,20141209T000000,525000,3,2.25,1290,1182,2,0,0,3,8,1000,290,2006,0,98102,47.637,-122.327,1300,1169
236400320,20140715T000000,238000,4,1,1400,7242,1.5,0,0,3,7,1400,0,1959,0,98188,47.4339,-122.291,1310,7314
50300220,20150212T000000,363000,4,2.5,2180,9281,2,0,0,3,8,2180,0,2004,0,98042,47.3673,-122.072,2520,9520
3623500205,20140513T000000,2450000,4,4.5,5030,11023,2,0,2,3,11,3250,1780,2008,0,98040,47.5722,-122.236,3640,11490
5202500030,20150401T000000,514000,3,1.5,1610,9964,1,0,0,3,7,1080,530,1977,0,98052,47.6681,-122.143,1610,9964
1708400370,20140626T000000,339000,2,1,950,7954,1,0,0,4,7,950,0,1941,0,98108,47.557,-122.306,1180,6828
2525059134,20141016T000000,500000,2,1.5,1760,12000,1,0,0,4,7,1760,0,1964,0,98052,47.6288,-122.109,2200,12088
4221270350,20150323T000000,650000,3,2.5,2320,5284,2,0,0,3,8,2320,0,2004,0,98075,47.591,-122.017,2320,4383
1105000780,20150403T000000,425000,3,1.5,1660,5665,1,0,0,5,7,920,740,1918,0,98118,47.5391,-122.274,1530,5665
3343901848,20150408T000000,313100,3,2,1720,11875,1,0,0,5,6,1720,0,1905,0,98056,47.5068,-122.191,1860,7500
621049103,20140709T000000,305000,3,1.5,1800,12196,1,0,0,4,7,1800,0,1966,0,98023,47.333,-122.345,1490,11730
6329000070,20141015T000000,1072500,3,2.25,2890,21480,2,0,4,3,8,1790,1100,1941,1989,98146,47.5027,-122.381,2110,8107
9523102580,20140523T000000,599000,3,2.75,1960,2500,1.5,0,0,5,7,1410,550,1926,0,98103,47.6744,-122.353,2040,5000
2896610210,20140925T000000,319000,3,1,960,8556,1,0,0,3,7,960,0,1971,0,98034,47.7245,-122.22,1320,7528
993000136,20141007T000000,449950,3,2.25,1540,1270,3,0,0,3,7,1540,0,2014,0,98103,47.6935,-122.341,1230,1454
8651520160,20140707T000000,645000,4,2.5,2690,18653,2,0,0,3,8,2690,0,1985,0,98074,47.6449,-122.059,2230,9744
9839300775,20140710T000000,655000,4,2.25,2170,4080,2,0,0,3,7,1920,250,1980,0,98122,47.6124,-122.293,1890,4400
7625703260,20140924T000000,400950,2,1.75,2320,6250,1,0,0,3,7,1400,920,1948,0,98136,47.5468,-122.386,1420,6250
8570900328,20140603T000000,295000,2,1,1170,10621,1,0,0,3,7,1170,0,1963,0,98045,47.497,-121.78,1340,9832
7852020640,20141020T000000,470000,3,2.5,2100,4700,2,0,0,3,8,2100,0,1999,0,98065,47.5341,-121.867,2100,4700
2771101964,20140812T000000,396500,3,1.5,1360,1488,2,0,0,3,7,1120,240,2003,0,98199,47.6526,-122.384,1360,1573
357000005,20141222T000000,500000,4,2,1680,3813,2,0,0,4,7,1680,0,1900,0,98144,47.593,-122.293,2540,3996
2644900109,20150427T000000,439950,5,1.75,2190,7500,1,0,0,3,7,1290,900,1979,0,98133,47.7766,-122.355,1790,8820
424000145,20140707T000000,230000,3,1,1390,6000,1,0,0,3,5,1390,0,1954,0,98056,47.4977,-122.175,1170,6000
7853301130,20150505T000000,499000,4,2.25,2440,5000,2,0,0,3,7,2440,0,2007,0,98065,47.5407,-121.89,2440,5212
1151100035,20140611T000000,450000,4,2.5,2300,19250,1,0,0,4,7,2300,0,1955,0,98045,47.4793,-121.776,1460,19250
9510860060,20140627T000000,710000,3,2.5,2440,4153,2,0,0,3,9,2440,0,2003,0,98052,47.665,-122.087,2030,4143
2618300190,20141224T000000,255000,3,1.5,1110,10296,1,0,0,5,7,1110,0,1964,0,98042,47.422,-122.153,1330,10296
1895450090,20150430T000000,323800,3,2.5,2060,7658,2,0,0,3,8,2060,0,2003,0,98023,47.2923,-122.36,2250,7299
1954430390,20140707T000000,575000,4,2.5,2400,6137,2,0,0,3,8,2400,0,1990,0,98074,47.6187,-122.04,2120,7468
3862710210,20140520T000000,409316,3,2.5,1800,3168,2,0,0,3,8,1800,0,2014,0,98065,47.5342,-121.841,1800,3393
2124049229,20150302T000000,469000,4,2.5,2240,5624,1,0,0,3,7,1520,720,1961,0,98108,47.5574,-122.308,2240,7495
4213910030,20150401T000000,550000,4,2.5,1670,5116,2,0,0,3,8,1670,0,1999,0,98155,47.7667,-122.33,1910,7210
5381000048,20150427T000000,110000,2,1,790,8250,1,0,0,3,6,790,0,1947,0,98188,47.4523,-122.286,900,8250
3224600310,20141030T000000,685100,4,2.5,2790,5423,2,0,0,3,9,2790,0,1999,0,98074,47.6085,-122.017,2450,6453
8069000075,20141229T000000,790000,4,1.75,2460,10061,1,1,4,3,7,1410,1050,1961,0,98178,47.5105,-122.238,2300,10061
9151600055,20140709T000000,749000,4,2.75,2700,6000,2,0,0,4,8,2100,600,1910,0,98116,47.586,-122.383,2050,5400
603001050,20140723T000000,230000,2,1,1430,4000,1,0,0,3,7,930,500,1949,0,98118,47.5233,-122.284,1110,4000
7305300470,20141201T000000,345000,2,1.75,1820,8409,1,0,0,4,6,910,910,1948,0,98155,47.7538,-122.327,1300,8409
6838000170,20140829T000000,402000,3,2.5,1520,3425,2,0,0,3,7,1520,0,1986,0,98052,47.6801,-122.161,1640,3425
3395000070,20140927T000000,1544500,4,2.75,4910,15139,1,0,0,4,10,2560,2350,1964,0,98004,47.6444,-122.22,3980,15139
326069026,20150121T000000,900000,4,3,3810,217800,2,0,0,3,9,3810,0,2003,0,98077,47.7696,-122.021,2580,217364
8035350090,20140616T000000,435000,3,2.5,2300,9521,2,0,0,3,8,2300,0,2003,0,98019,47.7447,-121.976,3020,10042
4399210130,20140626T000000,225500,2,1.75,1590,11276,1,0,0,4,7,1590,0,1972,0,98002,47.3177,-122.21,1750,10687
3904920980,20140909T000000,648000,4,2.5,2740,9959,2,0,0,3,9,2740,0,1989,0,98029,47.5672,-122.011,2630,9905
3275760190,20140624T000000,600000,4,1.75,1740,7700,1,0,0,5,7,1740,0,1968,0,98008,47.6259,-122.111,1740,8120
4364200015,20150109T000000,335000,2,1.5,1170,5248,1,0,0,5,6,1170,0,1941,0,98126,47.5318,-122.374,1170,5120
7304300570,20140519T000000,366500,4,2.75,2070,9300,1,0,0,5,7,1120,950,1945,0,98155,47.7416,-122.32,1010,8308
2571910260,20141107T000000,324360,3,2.5,2000,9669,2,0,0,4,8,2000,0,1992,0,98022,47.1964,-122.009,1930,9202
461002890,20140619T000000,499000,3,1.75,1840,5000,1,0,0,4,7,920,920,1910,0,98117,47.6808,-122.376,1220,5000
8562000010,20150501T000000,244500,3,1.75,1210,8864,1,0,0,3,7,1210,0,1985,0,98042,47.3639,-122.08,1510,8062
7714000340,20140619T000000,360000,4,2.5,2850,4650,2,0,0,3,8,2850,0,2004,0,98038,47.3552,-122.026,2850,4650
6792200282,20140922T000000,254000,3,2.5,1560,10608,2,0,0,3,7,1560,0,1994,0,98042,47.3572,-122.161,1360,10608
8854100220,20141205T000000,585000,3,3.25,3050,12700,2,0,0,3,8,2240,810,1990,0,98011,47.7445,-122.214,3050,12386
1508210230,20150428T000000,567000,3,2.25,1800,6875,1,0,0,4,8,1230,570,1974,0,98052,47.6773,-122.11,1800,8749
9191200490,20150324T000000,826600,4,3.25,3230,5000,1.5,0,0,4,7,1750,1480,1916,0,98105,47.6702,-122.3,1730,4000
1776420150,20140723T000000,295000,4,2.25,1830,5720,2,0,0,3,7,1830,0,2003,0,98030,47.3604,-122.179,1960,5754
8123450450,20150310T000000,1080000,5,3.5,3740,11340,2,0,0,3,10,3740,0,2013,0,98052,47.6628,-122.143,2040,8715
7202330530,20150116T000000,479000,3,2.5,1690,3322,2,0,0,3,7,1690,0,2003,0,98053,47.6824,-122.036,1650,3446
3204300705,20140515T000000,575000,2,1,1490,6000,1,0,0,3,7,1090,400,1946,0,98112,47.6296,-122.3,1590,6000
3905100840,20140723T000000,500000,3,2.25,1580,4379,2,0,0,4,8,1580,0,1994,0,98029,47.5694,-122.005,1770,4187
7338000150,20150129T000000,160000,2,1,1070,4200,1,0,0,4,6,1070,0,1983,0,98002,47.3336,-122.215,1150,4200
2557000540,20150207T000000,270000,3,2.25,1810,8262,2,0,0,4,8,1810,0,1981,0,98023,47.2994,-122.37,1820,8262
4024101545,20140922T000000,364000,4,2.25,1750,10270,1.5,0,0,4,8,1750,0,1968,0,98155,47.7612,-122.31,1750,10127
2768000295,20150417T000000,625000,3,1.75,2100,3264,1.5,0,0,5,7,1350,750,1912,0,98107,47.6702,-122.364,1720,3750
9211000170,20141008T000000,570000,4,2.5,3230,7187,2,0,0,3,9,3230,0,2008,0,98059,47.4995,-122.15,2950,6537
2123700100,20141202T000000,353000,5,2.75,2130,5000,1,0,0,5,7,1100,1030,1978,0,98118,47.5271,-122.274,1340,6837
625049359,20141203T000000,515000,3,2.25,1300,1180,3,0,0,3,8,1300,0,2008,0,98103,47.6871,-122.339,1300,1174
3293700521,20150414T000000,389000,3,1.75,1820,8028,1,0,0,3,7,1220,600,1980,0,98133,47.7466,-122.355,1940,11100
2690600005,20141001T000000,162500,2,1,760,6141,1,0,0,2,6,760,0,1920,0,98118,47.5469,-122.277,900,4120
7883606725,20141111T000000,174900,3,1,1100,6000,1.5,0,0,2,6,1100,0,1926,0,98108,47.5279,-122.318,960,5880
5101404170,20141113T000000,200000,1,0.75,680,9600,1,0,0,3,5,680,0,1947,0,98115,47.6964,-122.306,1580,6624
8161010060,20141218T000000,504750,3,2.5,2490,21937,2,0,0,3,8,2490,0,1993,0,98014,47.6442,-121.898,2450,21937
1328330190,20140714T000000,320000,3,1.75,2000,9760,1,0,0,4,8,1400,600,1978,0,98058,47.4417,-122.134,1890,8089
7760400350,20141205T000000,232000,3,2,1280,13356,1,0,0,3,7,1280,0,1994,0,98042,47.3715,-122.074,1590,8071
7527000090,20140814T000000,540000,4,1.75,2260,19500,1,0,2,3,8,1450,810,1971,0,98074,47.6555,-122.086,2980,19500
6632300207,20150305T000000,385000,3,2.5,1520,1488,3,0,0,3,8,1520,0,2006,0,98125,47.7337,-122.309,1520,1497
9322800230,20141212T000000,1250000,4,2.5,2960,20240,2,0,4,4,10,2960,0,1985,0,98146,47.5075,-122.389,2500,14960
8085400410,20150331T000000,920000,3,1,1410,9656,1,0,0,3,7,960,450,1953,0,98004,47.6354,-122.208,2410,9384
7551300065,20140609T000000,425000,2,1,910,4635,1,0,0,4,6,910,0,1905,0,98107,47.675,-122.393,1740,5000
6738700075,20140626T000000,755000,4,2.75,2880,4000,1.5,0,0,3,9,2100,780,1912,2000,98144,47.5843,-122.293,2110,4000
9287801455,20141028T000000,484950,2,1,1000,4956,1,0,2,4,7,1000,0,1916,0,98107,47.6753,-122.36,1830,4959
3905040070,20150504T000000,540000,3,2.5,1670,5146,2,0,0,3,8,1670,0,1991,0,98029,47.5707,-121.999,1940,5146
4083303815,20150421T000000,695000,5,2,3160,3990,1.5,0,0,3,7,1870,1290,1923,0,98103,47.654,-122.337,1780,4240
3782100155,20140527T000000,255000,3,1,960,8100,1,0,0,3,7,960,0,1955,0,98155,47.7766,-122.307,1120,8100
142000175,20140822T000000,625000,3,1.75,2240,6050,1,0,0,4,8,1250,990,1950,0,98116,47.5658,-122.4,1720,6050
1498302774,20140520T000000,271310,2,1,870,5340,1.5,0,0,2,6,870,0,1906,0,98144,47.5849,-122.302,1190,4440
1822360080,20141211T000000,565000,4,2.75,2730,6856,2,0,0,3,8,2730,0,2003,0,98072,47.7739,-122.164,2520,5569
2517010230,20150226T000000,286000,3,2.5,1800,3980,2,0,0,3,7,1800,0,2006,0,98042,47.4006,-122.162,2580,4307
1224049005,20140708T000000,1087500,2,2,2360,11340,1.5,0,0,3,9,2360,0,1997,0,98040,47.5835,-122.227,3030,11340
2564900020,20140924T000000,465000,4,2.25,2100,7350,2,0,0,3,8,2100,0,1979,0,98033,47.7019,-122.171,1780,7350
1972201161,20150323T000000,435000,1,1,670,1800,1,0,0,5,6,670,0,1905,0,98103,47.654,-122.35,1330,3360
7214800240,20150316T000000,541100,4,2.25,2510,9800,2,0,0,3,9,2510,0,1978,0,98072,47.753,-122.145,2440,11000
2856102105,20140610T000000,1059500,5,3.25,3230,3825,2,0,0,3,9,2480,750,2014,0,98117,47.6785,-122.392,1480,5100
5700003630,20140630T000000,1925000,5,4.25,4830,8050,2.5,0,2,4,11,3710,1120,1914,0,98144,47.5789,-122.286,4470,9194
9264921020,20140908T000000,260000,3,1.5,1750,7000,2,0,0,3,8,1750,0,1983,0,98023,47.3108,-122.346,1840,9305
3923400123,20141017T000000,294950,4,2,2610,14321,1.5,0,0,4,6,1690,920,1940,0,98188,47.4672,-122.296,1630,8599
721049096,20140527T000000,569950,5,4.5,4850,40902,2,0,0,3,10,4850,0,2001,0,98023,47.3181,-122.344,1640,13503
7613700270,20140916T000000,980000,4,1.75,2120,4000,1.5,0,0,4,8,1920,200,1929,0,98105,47.6601,-122.275,2300,4000
3221069091,20141106T000000,500000,3,2.5,2110,208737,2,0,3,3,9,2110,0,1977,0,98092,47.2674,-122.072,2390,125017
597000195,20150203T000000,527200,3,1.75,1460,4000,1,0,2,4,7,730,730,1929,0,98144,47.5768,-122.307,1360,4000
9527000490,20140730T000000,432100,3,1.75,1840,7350,1,0,0,3,8,1310,530,1976,0,98034,47.7089,-122.23,1860,7000
1773100416,20141120T000000,315000,3,2.5,1410,1325,2,0,0,3,7,1180,230,2007,0,98106,47.5582,-122.363,1270,1282
7454000605,20140710T000000,279000,2,1,670,6300,1,0,0,5,6,670,0,1942,0,98126,47.5161,-122.374,760,6300
3750603732,20150128T000000,276000,3,1.75,2240,9200,1,0,0,4,7,1440,800,1968,0,98001,47.2635,-122.284,1740,9600
534000112,20150203T000000,348000,2,2.5,1270,1242,3,0,0,3,7,1270,0,2008,0,98117,47.701,-122.362,1280,1199
2202500290,20140502T000000,435000,4,1,1450,8800,1,0,0,4,7,1450,0,1954,0,98006,47.5746,-122.135,1260,8942
142000165,20140507T000000,749950,4,2.75,2600,6050,2,0,0,5,8,1960,640,1949,0,98116,47.5656,-122.4,1990,6050
7932000078,20140507T000000,310000,3,1.75,2070,37904,1,0,0,4,7,1420,650,1973,0,98058,47.425,-122.186,2011,19110
1402970070,20140626T000000,334888,3,2.5,1769,7324,2,0,0,3,9,1769,0,2012,0,98092,47.3307,-122.188,2502,6017
1725059136,20141121T000000,1815000,4,4.5,4510,12873,2,0,2,3,12,4510,0,1998,0,98033,47.6491,-122.201,2200,8528
2781250110,20150428T000000,360000,4,2.5,2640,7388,2,0,0,3,7,2640,0,2003,0,98038,47.3505,-122.027,2640,6383
1843130360,20150507T000000,295000,3,2.5,2030,4867,2,0,0,3,7,2030,0,2003,0,98042,47.3747,-122.128,2030,5000
7893800534,20141124T000000,394250,3,2,2620,10107,1,0,3,3,7,2620,0,1982,0,98198,47.4096,-122.329,1730,7812
3528900768,20150114T000000,675000,3,3.25,1510,2064,2,0,0,3,8,1220,290,2008,0,98109,47.6398,-122.345,1670,2594
6203000160,20140716T000000,460500,3,1,1490,10650,1,0,0,3,7,1150,340,1963,0,98033,47.663,-122.178,1730,9800
2919702235,20140528T000000,740000,2,1.75,2080,4800,1,0,0,5,7,1080,1000,1923,0,98117,47.6896,-122.362,1310,4800
2597710050,20140624T000000,349950,4,2.5,2090,5289,2,0,0,3,8,2090,0,1989,0,98058,47.4289,-122.164,2080,7109
9541600355,20140813T000000,880000,4,2.5,3070,8250,1,0,0,5,8,2100,970,1958,0,98005,47.5935,-122.172,2270,8800
1130000005,20140715T000000,1600000,3,2.25,3170,5000,2,0,0,5,10,2230,940,1975,0,98102,47.6349,-122.318,3170,5400
2909300640,20140723T000000,884744,4,3.5,4210,9414,2,0,0,3,9,4210,0,2001,0,98074,47.6067,-122.022,3950,8880
3904980360,20150112T000000,495000,3,2.5,1800,7318,2,0,0,3,8,1800,0,1989,0,98029,47.5747,-122.008,1800,5414
269000615,20140516T000000,875000,3,2,2220,6641,1,0,2,4,7,1220,1000,1947,0,98199,47.6426,-122.388,1800,5900
3876312010,20140603T000000,449500,5,2.75,2040,7488,1,0,0,4,7,1200,840,1969,0,98034,47.7289,-122.172,1530,7488
8159300040,20141002T000000,510000,4,2.75,2730,9112,1,0,2,3,9,1740,990,1996,0,98198,47.4005,-122.312,3050,10454
3271300345,20150323T000000,1028000,3,3,2800,5800,1,0,0,3,9,1580,1220,1953,2010,98199,47.6493,-122.413,2580,5800
1787600146,20140821T000000,427000,4,2.5,1600,14000,1,0,0,3,8,1310,290,1950,0,98125,47.7258,-122.326,1600,10200
1328330510,20140909T000000,344950,3,1.75,1870,7500,1,0,0,5,8,1320,550,1978,0,98058,47.4428,-122.134,1870,7275
930000415,20141204T000000,835000,4,2.75,4030,10240,2,0,2,3,8,3310,720,1943,1994,98177,47.7168,-122.365,2490,7680
6873000120,20140512T000000,420000,2,2.5,1480,1369,3,0,0,3,7,1480,0,2009,0,98052,47.676,-122.121,1390,1337
7767000060,20140912T000000,1900000,5,4.25,6510,16471,2,0,3,4,11,3250,3260,1980,0,98040,47.5758,-122.242,4480,16471
1193000390,20140620T000000,1300000,5,4,3366,7800,2.5,0,2,3,8,2966,400,1937,0,98199,47.6466,-122.391,2340,6000
2739200050,20150403T000000,315000,3,1.75,1860,9629,1,0,0,4,7,1240,620,1961,0,98059,47.4913,-122.143,1940,9629
2025049006,20141112T000000,750000,7,2.75,3410,4056,1.5,0,0,4,8,2130,1280,1906,0,98102,47.6454,-122.316,2510,4056
8096800110,20141215T000000,345000,3,2.25,2730,9388,1,0,0,3,7,1390,1340,1975,0,98030,47.3785,-122.185,2255,5701
3840700757,20140619T000000,585000,4,2.5,2840,11044,2,0,0,3,8,2840,0,2001,0,98034,47.7134,-122.237,1934,9605
7417700185,20150314T000000,307000,3,1,1020,8484,1,0,0,3,6,1020,0,1949,0,98155,47.7719,-122.31,1180,9660
2025069025,20150429T000000,895000,4,3,3570,10273,1.5,0,3,3,9,2630,940,1935,2007,98074,47.6394,-122.077,3640,15324
1826049442,20150310T000000,441000,3,2.5,1890,11036,1,0,0,3,8,1460,430,1973,0,98133,47.7426,-122.354,2040,7524
3343300065,20140902T000000,515000,4,2.5,2280,14810,1,0,0,5,8,1500,780,1977,0,98056,47.5392,-122.186,2690,12196
